WILAYAH,KECAMATAN,NAMA FASKES (Rumah Sakit dan Puskesmas),Jenis Penyakit,Februari,latitude,longitude
Surabaya Utara,Krembangan,Puskesmas Dupak,Penyakit pada sistem musculoskletal,170,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Penyakit pada sistem saluran kemih dan genital,33,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Kehamilan dan kelahiran,39,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Keadaan yang berasal dari periode perinatal,1,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,"Malformasi kongenital, deformasi dan kelainan chromosom",0,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",90,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,"Keracunan, cedera dan beberapa penyebab yang dari luar",63,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Penyebab morbiditas dan kematian eksternal,5,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,182,-7.2393518,112.71726505000001
Surabaya Timur,Tambaksari,Puskesmas Gading,Penyakit Infeksi dan parasit,65,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Neoplasma,0,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,0,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,"Endokrin, nutrisi dan gangguan metabolik",23,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Gangguan jiwa dan perilaku,2,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Penyakit yang mengenai sistem syaraf,0,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Penyakit mata dan adnexa,10,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Penyakit telinga dan mastoid,10,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Penyakit pada sistem sirkulasi,33,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Penyakit pada sistem pernafasan,234,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Penyakit pada sistem pencernaan,298,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Penyakit pada kulit dan jaringan subcutaneous,41,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Penyakit pada sistem musculoskletal,28,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Penyakit pada sistem saluran kemih dan genital,0,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Kehamilan dan kelahiran,2,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Keadaan yang berasal dari periode perinatal,0,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,"Malformasi kongenital, deformasi dan kelainan chromosom",0,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",121,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,"Keracunan, cedera dan beberapa penyebab yang dari luar",7,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Penyebab morbiditas dan kematian eksternal,2,-7.242490650000001,112.76403442545316
Surabaya Timur,Tambaksari,Puskesmas Gading,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,628,-7.242490650000001,112.76403442545316
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Penyakit Infeksi dan parasit,117,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Neoplasma,19,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,1,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,"Endokrin, nutrisi dan gangguan metabolik",116,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Gangguan jiwa dan perilaku,19,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Penyakit yang mengenai sistem syaraf,21,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Penyakit mata dan adnexa,97,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Penyakit telinga dan mastoid,35,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Penyakit pada sistem sirkulasi,127,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Penyakit pada sistem pernafasan,477,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Penyakit pada sistem pencernaan,498,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Penyakit pada kulit dan jaringan subcutaneous,84,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Penyakit pada sistem musculoskletal,162,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Penyakit pada sistem saluran kemih dan genital,47,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Kehamilan dan kelahiran,36,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Keadaan yang berasal dari periode perinatal,1,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,"Malformasi kongenital, deformasi dan kelainan chromosom",0,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",82,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,"Keracunan, cedera dan beberapa penyebab yang dari luar",45,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Penyebab morbiditas dan kematian eksternal,5,-7.33810175,112.7186968178111
Surabaya Selatan,Gayungan,Puskesmas Gayungan,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,445,-7.33810175,112.7186968178111
Surabaya Pusat,Bubutan,Puskesmas Gundih,Penyakit Infeksi dan parasit,131,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Neoplasma,12,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,2,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,"Endokrin, nutrisi dan gangguan metabolik",56,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Gangguan jiwa dan perilaku,12,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Penyakit yang mengenai sistem syaraf,16,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Penyakit mata dan adnexa,35,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Penyakit telinga dan mastoid,56,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Penyakit pada sistem sirkulasi,48,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Penyakit pada sistem pernafasan,702,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Penyakit pada sistem pencernaan,395,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Penyakit pada kulit dan jaringan subcutaneous,140,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Penyakit pada sistem musculoskletal,163,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Penyakit pada sistem saluran kemih dan genital,21,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Kehamilan dan kelahiran,65,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Keadaan yang berasal dari periode perinatal,1,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,"Malformasi kongenital, deformasi dan kelainan chromosom",0,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",118,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,"Keracunan, cedera dan beberapa penyebab yang dari luar",36,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Penyebab morbiditas dan kematian eksternal,1,-7.24724475,112.72539044999999
Surabaya Pusat,Bubutan,Puskesmas Gundih,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,364,-7.24724475,112.72539044999999
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Penyakit Infeksi dan parasit,119,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Neoplasma,14,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,1,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,"Endokrin, nutrisi dan gangguan metabolik",57,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Gangguan jiwa dan perilaku,26,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Penyakit yang mengenai sistem syaraf,13,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Penyakit mata dan adnexa,72,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Penyakit telinga dan mastoid,34,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Penyakit pada sistem sirkulasi,87,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Penyakit pada sistem pernafasan,471,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Penyakit pada sistem pencernaan,450,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Penyakit pada kulit dan jaringan subcutaneous,100,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Penyakit pada sistem musculoskletal,233,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Penyakit pada sistem saluran kemih dan genital,38,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Kehamilan dan kelahiran,22,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Keadaan yang berasal dari periode perinatal,21,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,"Malformasi kongenital, deformasi dan kelainan chromosom",3,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",112,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,"Keracunan, cedera dan beberapa penyebab yang dari luar",43,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Penyebab morbiditas dan kematian eksternal,2,-7.3408664,112.78397605
Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,486,-7.3408664,112.78397605
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Penyakit Infeksi dan parasit,231,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Neoplasma,23,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,10,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,"Endokrin, nutrisi dan gangguan metabolik",148,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Gangguan jiwa dan perilaku,19,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Penyakit yang mengenai sistem syaraf,39,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Penyakit mata dan adnexa,118,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Penyakit telinga dan mastoid,93,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Penyakit pada sistem sirkulasi,216,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Penyakit pada sistem pernafasan,717,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Penyakit pada sistem pencernaan,721,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Penyakit pada kulit dan jaringan subcutaneous,142,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Penyakit pada sistem musculoskletal,270,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Penyakit pada sistem saluran kemih dan genital,68,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Kehamilan dan kelahiran,54,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Keadaan yang berasal dari periode perinatal,11,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,"Malformasi kongenital, deformasi dan kelainan chromosom",3,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",90,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,"Keracunan, cedera dan beberapa penyebab yang dari luar",104,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Penyebab morbiditas dan kematian eksternal,2,-7.3056601,112.73773229111423
Surabaya Selatan,Wonokromo,Puskesmas Jagir,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,688,-7.3056601,112.73773229111423
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Penyakit Infeksi dan parasit,107,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Neoplasma,14,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,0,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,"Endokrin, nutrisi dan gangguan metabolik",111,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Gangguan jiwa dan perilaku,18,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Penyakit yang mengenai sistem syaraf,11,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Penyakit mata dan adnexa,32,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Penyakit telinga dan mastoid,35,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Penyakit pada sistem sirkulasi,22,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Penyakit pada sistem pernafasan,395,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Penyakit pada sistem pencernaan,290,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Penyakit pada kulit dan jaringan subcutaneous,57,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Penyakit pada sistem musculoskletal,119,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Penyakit pada sistem saluran kemih dan genital,27,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Kehamilan dan kelahiran,11,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Keadaan yang berasal dari periode perinatal,0,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,"Malformasi kongenital, deformasi dan kelainan chromosom",1,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",104,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,"Keracunan, cedera dan beberapa penyebab yang dari luar",59,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Penyebab morbiditas dan kematian eksternal,1,-7.32608185,112.73996903263735
Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,174,-7.32608185,112.73996903263735
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Penyakit Infeksi dan parasit,75,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Neoplasma,6,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,4,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,"Endokrin, nutrisi dan gangguan metabolik",41,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Gangguan jiwa dan perilaku,15,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Penyakit yang mengenai sistem syaraf,10,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Penyakit mata dan adnexa,39,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Penyakit telinga dan mastoid,29,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Penyakit pada sistem sirkulasi,53,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Penyakit pada sistem pernafasan,275,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Penyakit pada sistem pencernaan,358,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Penyakit pada kulit dan jaringan subcutaneous,85,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Penyakit pada sistem musculoskletal,103,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Penyakit pada sistem saluran kemih dan genital,25,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Kehamilan dan kelahiran,1,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Keadaan yang berasal dari periode perinatal,1,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,"Malformasi kongenital, deformasi dan kelainan chromosom",3,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",140,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,"Keracunan, cedera dan beberapa penyebab yang dari luar",25,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Penyebab morbiditas dan kematian eksternal,0,-7.3054418,112.63838027163933
Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,275,-7.3054418,112.63838027163933
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Penyakit Infeksi dan parasit,104,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Neoplasma,15,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,0,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,"Endokrin, nutrisi dan gangguan metabolik",30,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Gangguan jiwa dan perilaku,2,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Penyakit yang mengenai sistem syaraf,6,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Penyakit mata dan adnexa,58,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Penyakit telinga dan mastoid,38,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Penyakit pada sistem sirkulasi,77,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Penyakit pada sistem pernafasan,416,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Penyakit pada sistem pencernaan,249,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Penyakit pada kulit dan jaringan subcutaneous,80,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Penyakit pada sistem musculoskletal,149,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Penyakit pada sistem saluran kemih dan genital,20,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Kehamilan dan kelahiran,3,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Keadaan yang berasal dari periode perinatal,6,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,"Malformasi kongenital, deformasi dan kelainan chromosom",2,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",107,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,"Keracunan, cedera dan beberapa penyebab yang dari luar",24,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Penyebab morbiditas dan kematian eksternal,2,-7.2573961,112.77801422512428
Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,383,-7.2573961,112.77801422512428
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Penyakit Infeksi dan parasit,253,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Neoplasma,37,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,8,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,"Endokrin, nutrisi dan gangguan metabolik",309,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Gangguan jiwa dan perilaku,67,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Penyakit yang mengenai sistem syaraf,83,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Penyakit mata dan adnexa,174,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Penyakit telinga dan mastoid,87,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Penyakit pada sistem sirkulasi,413,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Penyakit pada sistem pernafasan,747,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Penyakit pada sistem pencernaan,673,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Penyakit pada kulit dan jaringan subcutaneous,175,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Penyakit pada sistem musculoskletal,332,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Penyakit pada sistem saluran kemih dan genital,86,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Kehamilan dan kelahiran,12,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Keadaan yang berasal dari periode perinatal,1,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,"Malformasi kongenital, deformasi dan kelainan chromosom",3,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",165,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,"Keracunan, cedera dan beberapa penyebab yang dari luar",76,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Penyebab morbiditas dan kematian eksternal,4,-7.3222179999999994,112.77076210366917
Surabaya Timur,Rungkut,Puskesmas Kalirungkut,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,900,-7.3222179999999994,112.77076210366917
Surabaya Selatan,Jambangan,Puskesmas Kebonsari,Penyakit Infeksi dan parasit,64,-6.90147775,112.06622680647001
Surabaya Selatan,Jambangan,Puskesmas Kebonsari,Neoplasma,7,-6.90147775,112.06622680647001
Surabaya Selatan,Jambangan,Puskesmas Kebonsari,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,3,-6.90147775,112.06622680647001
Surabaya Selatan,Jambangan,Puskesmas Kebonsari,"Endokrin, nutrisi dan gangguan metabolik",73,-6.90147775,112.06622680647001
Surabaya Selatan,Jambangan,Puskesmas Kebonsari,Gangguan jiwa dan perilaku,16,-6.90147775,112.06622680647001
Surabaya Selatan,Jambangan,Puskesmas Kebonsari,Penyakit yang mengenai sistem syaraf,9,-6.90147775,112.06622680647001
Surabaya Selatan,Jambangan,Puskesmas Kebonsari,Penyakit mata dan adnexa,29,-6.90147775,112.06622680647001
Surabaya Selatan,Jambangan,Puskesmas Kebonsari,Penyakit telinga dan mastoid,11,-6.90147775,112.06622680647001
Surabaya Selatan,Jambangan,Puskesmas Kebonsari,Penyakit pada sistem sirkulasi,50,-6.90147775,112.06622680647001
